name,id,desciption,category,buyprice,sellprice,marketvalue,circulation
WarPaint Kit ,162,"The perfect accessory when going off to war. Fashioned after Scarlet's own personal kit, containing facial paints made of wolf's blood. Once applied, the user is said to gain the prowess of the wolf.",Collectible,$0 ,$0 ,$0 ,20
Official Ninja Kit ,163,"The Official Hiro Ninja Kit is a custom fit accessory set for any wannabe ninja. Contains: ninja suit for those stealthy attacks, grappling hook for those difficult larcenies, ninja guide book as penned by Hiro himself. Warning - not for novices.",Collectible,$0 ,$0 ,$0 ,20
Leukaemia Teddy Bear ,164,"Soft and fluffy, it likes to be cuddled and can comfort you on those lonely nights. But beware: mistreatment of your Leukaemia Teddy Bear will result in a mighty slap from its paws of steel.",Collectible,$0 ,$0 ,$0 ,20
Chocobo Flute ,165,Long thought to be lost forever this small item was found in the far reaches of Torn City by CloudFFVII. Many believe peace of mind and swiftness in battle are brought to the holder of this charm.,Collectible,$0 ,$0 ,$0 ,20
Annoying Man ,166,This little annoying man can be seen on IRC and on MSN annoying people and getting into trouble just like Manjot.,Collectible,$0 ,$0 ,$0 ,20
Article on Crime ,167,An article written by the reporter George on specific criminals.,Other,$0 ,$0 ,$0 ,"2,509"
Unknown ,168,This item does not exist.,Unused,$0 ,$0 ,$0 ,7
Barbie Doll ,169,"Equipped with Kung Fu Grip, and hot pink nail polish, this doll resembles the Admin Clansdancer.",Collectible,$0 ,$0 ,$0 ,31
Wand of Destruction ,170,"A very rare special weapon, this wand was created by The Great Pumpkin himself to wreak havoc on Torn City.",Melee,$0 ,$0 ,$0 ,7
Jack-O-Lantern '05 ,171,"Given out by The Great Pumpkin, to good boys and girls all across Torn City.",Collectible,$0 ,$0 ,$0 ,368
Gasoline ,172,"Capable of storing five gallons of pure liquid warehouse repellent, this rusty red can makes it easy to transport gasoline across the city to your destination of choice. If you're an arsonist, that destination could be a church, a brothel, or something weird like a yurt. If you're Toxic Terry, that gas is going on a straight shot to your digestive tract.",Material,$95 ,$70 ,$786 ,"19,641,996"
Butterfly Knife ,173,"A small knife, deadly in the right hands. The handles fold up to conceal the blade of this dangerous weapon.",Melee,"$1,750 ","$1,200 ",$901 ,"435,742"
XM8 Rifle ,174,"Lightweight assault rifle, deadly when fired up close. Can break through the toughest armor.",Primary,"$12,500 ","$9,000 ","$8,046 ","342,621"
Taser ,175,"An electroshock gun, non lethal, but will land your opponent in the hospital for a while just as quickly as a more aggressive weapon will.",Secondary,"$5,500 ","$4,250 ","$3,466 ","454,938"
Chain Mail ,176,"Chain Mail consists of a series of individual metal rings linked together to form a mesh, resulting in a flexible yet resilient barrier capable of protecting the wearer during hand-to-hand combat. This form of armor was most commonly used by European warriors between 300 BC - 1600 AD, but today is mostly worn by overweight war reenactors who like to play dress-up on the weekends.",Defensive,"$4,000 ","$3,100 ","$2,992 ","111,782"
Cobra Derringer ,177,"A small, lightweight pistol. For some people two bullets are all you need.",Secondary,"$70,000 ","$55,000 ","$54,038 ","124,531"
Flak Jacket ,178,Marine issued armor. Sturdy and effective against most small caliber rounds.,Defensive,"$7,500 ","$4,750 ","$4,261 ","193,600"
Birthday Cake '05 ,179,A slice of cake left over from Torn's first birthday.,Collectible,$0 ,$0 ,$0 ,881
Bottle of Beer ,180,"Immortalised by the Reel Big Fish song of the same name, Beer is the most popular alcoholic drink in the world, beating fancy-pants wine into second place. The earliest evidence for the brewing of beer dates back 13,000 years, though given mankind's vigorous consumption of the beverage, it could be much older and we've just forgotten.",Alcohol,$10 ,$5 ,$562 ,"230,024,776"
Bottle of Champagne ,181,"A sparkling wine associated with royalty, celebration, and the launching of ships, Champagne may only be legally named as such if it originates from the Champagne wine region of France. However, this law only applies in parts of the world with nothing better to care about, hence why there are no repercussions for pretending that this generic bottle of fizzy plonk contains genuine champers.",Alcohol,"$4,500 ","$3,100 ","$2,936 ","3,058,914"
Soap on a Rope ,182,Necessity for the often-jailed felon.,Other,$50 ,$10 ,$226 ,"7,188,709"
Single Red Rose ,183,For when words alone just aren't enough to say how you feel.,Flower,$175 ,$100 ,$273 ,"22,649,945"
Bunch of Black Roses ,184,Not sure your opponent got the meaning of that 4 hour hospital stay? Make SURE you get your point across with this bouquet of black roses.,Flower,$500 ,$300 ,$402 ,"3,811,025"
Bunch of Balloons '05 ,185,"Large bunch of brightly coloured balloons left over from the First Birthday of Torn City. How they stay inflated after the party's over, no one will ever figure out.",Collectible,$0 ,$0 ,$0 ,832
Sheep Plushie ,186,Baaaaaa.,Plushie,$25 ,$15 ,$592 ,"64,083,335"
Teddy Bear Plushie ,187,Soft plush teddy bear for your special someone to cuddle up with when you're not around.,Plushie,$30 ,$10 ,$612 ,"47,504,195"
Cracked Crystal Ball ,188,A small glass globe with several deep cracks running through it. How can this be of any use?,Collectible,$0 ,$0 ,$0 ,0
S&W Revolver ,189,"Smith and Wesson revolver, commonly used in the game of Russian Roulette.",Secondary,$0 ,$900 ,$897 ,"148,006"
C4 Explosive ,190,A C4 high-explosive device.,Material,$0 ,"$1,800 ","$90,031 ","339,342"
Memory Locket ,191,It has a picture of a happy family inside it.,Other,$0 ,$0 ,"$2,350,000 ","88,845"
Rainbow Stud Earring ,192,This earring is a symbol of Pride and Love.,Collectible,$0 ,$0 ,$0 ,5
Hamster Toy ,193,Small plush hamster in a plastic ball. Replica of the one that powers parts of the TC Database and cause for most of the lag when he takes a weekend off. Known to annoy kittens and ducks alike he seems to like only one rather isolated admin.,Collectible,$0 ,$0 ,$0 ,10
Snowflake '05 ,194,A small crystal snowflake made especially for the 2005 Xmas season.,Collectible,$0 ,$0 ,$0 ,117
Christmas Tree '05 ,195,"A fully decorated Christmas tree, perfect for decorating your home for the 2005 Christmas season.",Collectible,$0 ,$0 ,$0 ,120
Cannabis ,196,"This ain't your garden variety bud, no sir. Torn's Cannabis is so strong it'll melt the anxiety from your bones and dribble it out your ass. After a couple of puffs, you'll feel a special kind of relaxed that rids you of all fear, rendering you capable of some seriously heinous acts. Burgle a home? Why not. Pickpocket an old lady? Sounds fun! Dismember and dispose of a corpse you say? That's just a walk in the park, quite literally.",Drug,$0 ,$0 ,"$5,611 ","12,552,618"
Ecstasy ,197,"Hello, boys and girls. This is your old pal stinky wizzleteats. This is a song about a whale. No, this is a song about being happy. That's right, it's the happy, happy, joy, joy, song. Happy, happy, joy, joy. Happy, happy, joy, joy. Happy, happy, joy, joy. Happy, happy, joy, joy. Happy, happy, joy, joy. Happy, happy, joy, joy. Happy, happy, joy, joy, joy.",Drug,$0 ,$0 ,"$34,579 ","3,040,800"
Ketamine ,198,"Originally deployed as a surgical anaesthetic during the Vietnam War, Ketamine is also popular among recreational drug users due to its capacity to induce dissociative sensations and hallucinations. However, in Torn City, you'll find its users in the foxhole rather than a k-hole, with ket used to numb the body against incoming attacks. Because everyone knows that if you can't feel it, it didn't happen!",Drug,$0 ,$0 ,"$2,798 ","2,220,450"
LSD ,199,"Wanna get mad stupid? Drop a tab of acid and let fate control your body as your mind takes a trip to dreamland. While your consciousness is pre-occupied with the effects of this potent psychedelic, your physical form will be hit by a maelstrom of effects, rendering you strong yet slow, braced and bumbling. And once the surge of pleasure and enthusiasm has washed away, you may find yourself standing over what's left of your opponent's pulped human face.",Drug,$0 ,$0 ,"$34,532 ","1,659,168"
Opium ,200,"Prescribed for a range of ailments from diarrhea and psychosis through to menstrual pain and bronchitis, Opium is a reliable reliever of pain, consequence, and reality. Fortified by this timeless drug, your opponent's blows will feel naught more than tiny mouse breaths upon your body. And should you still find yourself laid up in the hospital, this medical marvel will see you right as rain in no time.",Drug,$0 ,$0 ,"$26,231 ","917,896"
PCP ,201,"If you've ever been beaten to a pulp by a wide-eyed, grinning maniac, chances are they were hepped up on angel dust. PCP can turn even the most serene wallflower into a psychotic force of nature, imbibing users with the strength of an ox and the dexterity of an ox's effeminate young cousin who left his mining town to join the ballet. Essentially, this drug gives you all the physical benefits of being severely mentally challenged but without the obvious downsides.",Drug,$0 ,$0 ,"$7,616 ","974,784"
Mr Torn Crown '07 ,202,Awarded to GZUS [18690] for winning the Mr Torn City awards 2007!,Collectible,$0 ,$0 ,$0 ,1
Shrooms ,203,"Have you ever found a blank sheet of paper absolutely fascinating? You soon will with a little help from a dose of Shrooms. These fantasy-inducing fungi tap into the brain's serotonin receptors to flood your gray matter with happy chemicals, transforming the mundane into magical in mere moments. Many people report feeling a little tired after taking psilocybin mushrooms, but don't worry, because the tap-dancing gorilla at the end of your bed will cuddle you to sleep.",Drug,$0 ,$0 ,"$2,776 ","2,220,240"
Speed ,204,"Speed does exactly what it says on the tin, making your hands move so fast your opponent will think they're having a stroke. But don't get too cocky, because while you're busy trying to land a hit, your clouded mind leaves you open to a counterattack. Sacrificing dexterity for velocity, you'll be equal parts swift and vulnerable, like a premature baby on rocket skates.",Drug,$0 ,$0 ,"$2,887 ","1,237,921"
Vicodin ,205,"Vicodin is a powerful pain medication which is frequently abused by those looking to gain an edge in battle. The drug's ability to inhibit the body's pain perception allows users to perform physical feats at a higher level than before, while also making them a wee bit giddy. However, while Vicodin's effect on your strength, speed, defense, and dexterity is temporary, its damage to your liver is anything but.",Drug,$0 ,$0 ,$999 ,"38,679,650"
Xanax ,206,"Xanax in Torn City is very different to your typical pharmacy-bought Alprazolam, with its sedative effects giving way to an explosion of relentless energy. Researchers speculate that this phenomenon is rooted in the drug's ability to boost adenosine triphosphate production within neural cells, supercharging the brain into an overclocked state capable of firing neurons like a machine-gun. However it works, Torn Xanax is the grease that oils the gears of war, elevating a soldier to a state of aggressive frenzy that would make a Nazi Stormtrooper look like a slowpoke sissy.",Drug,$0 ,$0 ,"$831,362 ","7,282,666"
Ms Torn Crown '07 ,207,Awarded to Vixen_ [140202] for winning the Miss Torn City awards 2007!,Collectible,$0 ,$0 ,$0 ,1
Unknown ,208,This item does not exist.,Unused,$0 ,$0 ,$0 ,0
Box of Sweet Hearts ,209,Fun filled heart shaped candies with messages for your loved ones. Provides a small happiness increase when consumed.,Candy,$500 ,$250 ,$587 ,"9,571,326"
Bag of Chocolate Kisses ,210,Sweet candy kiss for the one you love. Provides a small happiness increase when consumed.,Candy,$150 ,$100 ,$576 ,"18,708,475"
Crazy Cow ,211,"This is the most Famous Cow of Torn City protector of innocent pets, punisher of the scammer but watch out! Get to close to him and BOOM You have Mad Cow Disease.",Collectible,$0 ,$0 ,$0 ,20
Legend's Urn ,212,This item is a urn holding all of the ashes of fallen legends killed by the Legend Killer himself.,Collectible,$0 ,$0 ,$0 ,20
Dreamcatcher ,213,"DL's dream catcher. Hung above a bed or in a window, catches bad dreams while good dreams slip on by.",Collectible,$0 ,$0 ,$0 ,20
Brutus Keychain ,214,This key chain stands as proof the bearer has survived a brush with the mammoth known as Brutus.,Collectible,$0 ,$0 ,$0 ,28
Kitten Plushie ,215,"A small plush kitten. Rumour has it, if you pet its nose it will purr, but is more often heard saying Rawr!",Plushie,$50 ,$25 ,$602 ,"55,357,439"
Single White Rose ,216,"Found only near Valentine's Day in Torn City, this rose would be the perfect gift for your loved one on that special day.",Collectible,$0 ,$0 ,$0 ,351
Claymore Sword ,217,"The claymore is the mother of all broadswords. It's a huge, two-handed thing, approx 4ft long. Do you have the strength to wield this monster?",Melee,"$100,000 ","$75,000 ","$72,694 ","74,497"
Crossbow ,218,A crossbow has more impact damage than a normal bow and is capable of easily piercing metal.,Secondary,$900 ,$750 ,$685 ,"133,542"
Enfield SA-80 ,219,"Gas-powered Enfield SA80 rifles have been the weapon of choice for the British Armed Forces since the 1980's. This edition comes with iron sights as standard, but various telescopic sights can be added to increase its aiming accuracy.",Primary,"$250,000 ","$200,000 ","$244,207 ","148,437"
